timestamp,location,temperature,humidity,wind_speed,precipitation,power_outage
2023-10-01 00:00:00,Mangalore,30.0,75.0,10.0,0.0,0
2023-10-01 00:10:00,Mangalore,30.1,75.3,10.2,0.4,0
2023-10-01 00:20:00,Mangalore,30.2,75.6,10.3,0.8,0
2023-10-01 00:30:00,Mangalore,30.3,75.9,10.5,1.3,0
2023-10-01 00:40:00,Mangalore,30.3,76.3,10.7,1.7,0
2023-10-01 00:50:00,Mangalore,30.4,76.6,10.8,2.1,0
2023-10-01 01:00:00,Mangalore,30.5,76.9,11.0,2.5,0
2023-10-01 01:10:00,Mangalore,30.6,77.2,11.2,2.9,0
2023-10-01 01:20:00,Mangalore,30.7,77.5,11.3,3.3,0
2023-10-01 01:30:00,Mangalore,30.7,77.8,11.5,3.7,0
2023-10-01 01:40:00,Mangalore,30.8,78.1,11.6,4.1,0
2023-10-01 01:50:00,Mangalore,30.9,78.4,11.8,4.4,0
2023-10-01 02:00:00,Mangalore,31.0,78.7,11.9,4.8,0
2023-10-01 02:10:00,Mangalore,31.1,79.0,12.1,5.2,0
2023-10-01 02:20:00,Mangalore,31.2,79.3,12.2,5.5,0
2023-10-01 02:30:00,Mangalore,31.2,79.6,12.4,5.9,0
2023-10-01 02:40:00,Mangalore,31.3,79.9,12.5,6.2,0
2023-10-01 02:50:00,Mangalore,31.4,80.2,12.6,6.5,0
2023-10-01 03:00:00,Mangalore,31.5,80.5,12.7,6.8,0
2023-10-01 03:10:00,Mangalore,31.6,80.8,12.9,7.1,0
2023-10-01 03:20:00,Mangalore,31.6,81.1,13.0,7.4,0
2023-10-01 03:30:00,Mangalore,31.7,81.4,13.1,7.7,0
2023-10-01 03:40:00,Mangalore,31.8,81.7,13.2,8.0,0
2023-10-01 03:50:00,Mangalore,31.9,81.9,13.3,8.2,0
2023-10-01 04:00:00,Mangalore,31.9,82.2,13.4,8.4,0
2023-10-01 04:10:00,Mangalore,32.0,82.5,13.5,8.7,0
2023-10-01 04:20:00,Mangalore,32.1,82.8,13.5,8.9,0
2023-10-01 04:30:00,Mangalore,32.1,83.0,13.6,9.0,0
2023-10-01 04:40:00,Mangalore,32.2,83.3,13.7,9.2,0
2023-10-01 04:50:00,Mangalore,32.3,83.6,13.7,9.4,0
2023-10-01 05:00:00,Mangalore,32.4,83.8,13.8,9.5,0
2023-10-01 05:10:00,Mangalore,32.4,84.1,13.9,9.6,0
2023-10-01 05:20:00,Mangalore,32.5,84.3,13.9,9.7,0
2023-10-01 05:30:00,Mangalore,32.5,84.6,13.9,9.8,0
2023-10-01 05:40:00,Mangalore,32.6,84.8,14.0,9.9,0
2023-10-01 05:50:00,Mangalore,32.7,85.0,14.0,9.9,0
2023-10-01 06:00:00,Mangalore,37.26678518773065,56.98908111506739,5.571935820351648,1.645129896293591,1
2023-10-01 06:10:00,Mangalore,36.73420929692541,57.28146649848641,5.844871132634557,0.6079575778155266,1
2023-10-01 06:20:00,Mangalore,36.33541507660609,57.59821678037403,5.487802721717895,0.9591286258790472,1
2023-10-01 06:30:00,Mangalore,36.7777702604118,56.1710932612196,6.350432546650301,1.4135568503054774,1
2023-10-01 06:40:00,Mangalore,38.60467198238546,57.15825846451166,5.676846763703736,0.7030081890545952,1
2023-10-01 06:50:00,Mangalore,36.41525207560527,55.080877609153376,5.994305180035903,0.32121035861445657,1
2023-10-01 07:00:00,Mangalore,36.86740334181934,57.40000123350305,5.305050838406696,1.6735736861860657,1
2023-10-01 07:10:00,Mangalore,37.5445197117074,57.231965268996454,5.183457006885675,0.1940932615923383,1
2023-10-01 07:20:00,Mangalore,37.649363522010304,56.65597278531966,6.512102881185923,1.1480184929053048,1
2023-10-01 07:30:00,Mangalore,36.152599924391865,55.12846221576667,6.048860911827169,1.1249944723458267,1
2023-10-01 07:40:00,Mangalore,36.57687104097794,57.837472312736644,5.972692326917408,1.700762842092897,1
2023-10-01 07:50:00,Mangalore,37.7507850061384,56.01436292873618,5.372999816606798,0.12636414752954672,1
2023-10-01 08:00:00,Mangalore,33.4,87.7,13.6,9.0,0
2023-10-01 08:10:00,Mangalore,33.4,87.8,13.5,8.9,0
2023-10-01 08:20:00,Mangalore,33.5,88.0,13.5,8.7,0
2023-10-01 08:30:00,Mangalore,33.5,88.1,13.4,8.4,0
2023-10-01 08:40:00,Mangalore,33.5,88.3,13.3,8.2,0
2023-10-01 08:50:00,Mangalore,33.6,88.4,13.2,8.0,0
2023-10-01 09:00:00,Mangalore,33.6,88.6,13.1,7.7,0
2023-10-01 09:10:00,Mangalore,33.7,88.7,13.0,7.4,0
2023-10-01 09:20:00,Mangalore,33.7,88.8,12.9,7.1,0
2023-10-01 09:30:00,Mangalore,33.7,88.9,12.7,6.8,0
2023-10-01 09:40:00,Mangalore,33.7,89.1,12.6,6.5,0
2023-10-01 09:50:00,Mangalore,33.8,89.2,12.5,6.2,0
2023-10-01 10:00:00,Mangalore,33.8,89.3,12.4,5.9,0
2023-10-01 10:10:00,Mangalore,33.8,89.4,12.2,5.5,0
2023-10-01 10:20:00,Mangalore,33.9,89.4,12.1,5.2,0
2023-10-01 10:30:00,Mangalore,33.9,89.5,11.9,4.8,0
2023-10-01 10:40:00,Mangalore,33.9,89.6,11.8,4.4,0
2023-10-01 10:50:00,Mangalore,33.9,89.7,11.6,4.1,0
2023-10-01 11:00:00,Mangalore,33.9,89.7,11.5,3.7,0
2023-10-01 11:10:00,Mangalore,33.9,89.8,11.3,3.3,0
2023-10-01 11:20:00,Mangalore,34.0,89.8,11.2,2.9,0
2023-10-01 11:30:00,Mangalore,34.0,89.9,11.0,2.5,0
2023-10-01 11:40:00,Mangalore,34.0,89.9,10.8,2.1,0
2023-10-01 11:50:00,Mangalore,34.0,89.9,10.7,1.7,0
2023-10-01 12:00:00,Mangalore,36.268970313193265,57.844645732934914,5.163523355115339,0.49181803663713586,1
2023-10-01 12:10:00,Mangalore,36.2090008660107,57.79297984867146,6.989869691764811,0.7442870780891351,1
2023-10-01 12:20:00,Mangalore,36.626501207223605,55.33358067139817,5.934448021805919,1.1036497423790281,1
2023-10-01 12:30:00,Mangalore,36.750820335143395,56.144075848479254,5.410027462600597,1.4563877701598666,1
